rank,phd_school,phd_country,n,n_dest,score,D,T,R,I,is_prestigious,retention_rate,uplift,intl_rate,self_ret,pct_tenure_track,pct_permanent_research,pct_industry_senior,pct_government,pct_industry_entry,pct_postdoc,pct_further_education,pct_unknown
241,binghamton university,us,15,15,44.19,0.28269889587701535,0.7352402646998405,1.0,0.52,True,0.2,-0.24792439972056174,0.2,0.0,46.7,6.7,6.7,0.0,0.0,33.3,6.7,0.0
242,university of copenhagen,dk,26,23,44.17,0.3566874832887952,0.6920306361846612,1.0,0.42307692307692313,True,0.038461538461538464,-0.3651987281173992,0.5384615384615384,0.0,19.2,15.4,11.5,0.0,3.8,26.9,7.7,15.4
243,norwegian university of science and technology,no,15,15,44.17,0.33129833850064316,0.6795259789855548,1.0,0.52,True,0.2,-0.2518748956160149,0.5333333333333333,0.0,13.3,20.0,0.0,0.0,6.7,33.3,6.7,20.0
244,ku leuven,be,15,14,43.8,0.3428174969834719,0.663811693271269,1.0,0.52,True,0.2,-0.29184670556579645,0.8666666666666667,0.0,26.7,0.0,0.0,6.7,0.0,26.7,26.7,13.3
245,bangalore university,in,18,17,43.47,0.2631158770887343,0.7469318227498531,1.0,0.5333333333333333,True,0.2222222222222222,-0.08306010553407295,0.2777777777777778,0.0,55.6,11.1,0.0,0.0,0.0,0.0,16.7,16.7
246,claremont graduate university,us,16,16,43.43,0.323080607042306,0.7009280351248449,1.0,0.48003646308113035,False,1.0,0.3534921385021381,0.125,0.0,31.2,18.8,0.0,0.0,0.0,12.5,18.8,18.8
247,king abdullah university of science and technology,sa,15,11,43.09,0.33852534450820937,0.6123831218426976,1.0,0.64,True,0.4,-0.1387406685948684,0.5333333333333333,0.0,0.0,13.3,0.0,0.0,6.7,20.0,40.0,20.0
248,national university of singapore,sg,23,22,42.73,0.34060471130082665,0.6879862619649865,1.0,0.45217391304347826,True,0.08695652173913043,-0.4388020474376678,0.9130434782608695,0.0,34.8,0.0,0.0,0.0,0.0,30.4,4.3,30.4
249,middle east technical university,tr,57,56,42.48,0.31614013841218014,0.7011280200046296,1.0,0.4827586206896552,True,0.13793103448275862,-0.2766477120177848,0.3793103448275862,0.0,43.9,3.5,1.8,0.0,3.5,7.0,21.1,21.1
250,eindhoven university of technology,nl,23,22,42.38,0.31949544638307176,0.6426374247556841,1.0,0.6086956521739131,True,0.34782608695652173,-0.12233770261093507,0.5652173913043478,0.0,13.0,8.7,4.3,0.0,4.3,17.4,17.4,34.8
